,date,text,GPE
6119,2014/05/12_13:26,Making $7.25 an hour just isn't enough.,[]
6120,2014/05/12_13:26,Sign the petition for a higher minimum wage: http://ofa.bo/bgYÂ  #RaiseTheWage,[]
6121,2014/05/12_11:42,Quality affordable child care options are limited for mothers and #WorkingFamilies.,[]
6122,2014/05/12_11:42,This must change: http://ofa.bo/hemÂ,[]
6123,2014/05/12_10:10,Retweet to show your support for #WorkingFamilies.pic.twitter.com/oojVvj8xXp,[]
6124,2014/05/12_08:59,Millions of Americans remain cut off from their economic lifeline because of the House's inaction.,[]
6125,2014/05/12_08:59,It's time to #RenewUI.,[]
6126,2014/05/12_07:31,DYK: Raising the minimum wage would benefit one-fifth of all working moms.,[]
6127,2014/05/12_07:31,http://ofa.bo/gebÂ  #RaiseTheWage,[]
6128,2014/05/11_08:00,Have a Happy Motherâ€™s Day.,[]
6129,2014/05/11_08:00,Now go give your favorite moms some hugs.pic.twitter.com/SNu9OiAaop,[]
6130,2014/05/10_10:23,FACT: Since President Obama took office America has tripled electricity production from wind power.,['America']
6131,2014/05/10_10:23,#ActOnClimate,[]
6132,2014/05/10_08:14,This is important: It's time to give 28 million workers a raise.,[]
6133,2014/05/10_08:14,http://ofa.bo/aelÂ  #RaiseTheWage,[]
6134,2014/05/09_14:37,DYK: Last year about a quarter of new power generation capacity was from solar second only to natural gas.,[]
6135,2014/05/09_14:37,#ActOnClimate,[]
6136,2014/05/09_13:38,FACT: Since President Obama took office America has increased its electricity generation from solarâ€”more than 10-fold.,['America']
6137,2014/05/09_12:44,Warm up.pic.twitter.com/C5obgIOr58,[]
6138,2014/05/09_10:12,We will leave our children with a better future and a better America.,['America']
6139,2014/05/09_10:12,â€”President Obama #ActOnClimate,[]
6140,2014/05/09_10:09,Climate change is real and we have to act now.,[]
6141,2014/05/09_10:09,â€”President Obama #ActOnClimate,[]
6142,2014/05/09_10:07,It's the right thing to do for the planet but it's also the right thing to do for the bottom line.,[]
6143,2014/05/09_10:07,â€”President Obama #ActOnClimate,[]
6144,2014/05/09_10:02,No matter where you live or where you do business solar is getting cheaper.,[]
6145,2014/05/09_10:02,â€”President Obama #ActOnClimate,[]
6146,2014/05/09_09:58,Today America is closer to energy independence than we have been in decades.,['America']
6147,2014/05/09_09:58,â€”President Obama #ActOnClimate,[]
6148,2014/05/09_09:55,President Obama: Changing the way we use energy is just one of the ways Americans have been working to move this country forward.,[]
6149,2014/05/09_09:48,LIVE: President Obama is talking about energy efficiency in Mountain View CA.,[]
6150,2014/05/09_09:48,Tune in: http://ofa.bo/ffMÂ  #ActOnClimate,[]
6151,2014/05/09_07:34,The #CostOfInaction on immigration reform is too big to ignore.,[]
6152,2014/05/09_07:34,Add your name to show your support:http://ofa.bo/gdqÂ,[]
6153,2014/05/08_14:55,FACT: More than 28 million Americans would benefit from raising the minimum wage.http://ofa.bo/qeqÂ,[]
6154,2014/05/08_14:23,Don't forget: Preventive care is now covered thanks to the Affordable Care Act.pic.twitter.com/TBvsNIknqI,[]
6155,2014/05/08_12:49,Climate change is realâ€”and its effects are already being felt.,[]
6156,2014/05/08_12:49,It's time to #ActOnClimate.,[]
6157,2014/05/08_11:28,When all Americans are treated as equal no matter who they are or whom they love we are all more free.,[]
6158,2014/05/08_11:28,â€”President Obama #LoveIsLove,['Obama']
6159,2014/05/08_10:08,America deserves a raise.,['America']
6160,2014/05/08_10:08,Sign the petition for a higher minimum wage: http://ofa.bo/regÂ  #RaiseTheWage,[]
6161,2014/05/08_07:33,Itâ€™s simple: Americans earning the minimum wage deserve a raise.,[]
6162,2014/05/08_07:33,Sign the petition: http://ofa.bo/cdcÂ  #RaiseTheWage,[]
6163,2014/05/07_14:28,Want your voice to be heard?,[]
6164,2014/05/07_14:28,That's what @OFA is all about: http://ofa.bo/dcqÂ pic.twitter.com/bqvZhjciJy,[]
6165,2014/05/07_09:21,Hard-working Americans earning the minimum wage deserve a raise plain and simple.,[]
6166,2014/05/07_09:21,Sign this petition: http://ofa.bo/ecnÂ,[]
6167,2014/05/07_08:13,Climate change isn't just about numbers and chartsâ€”it's about people.,[]
6168,2014/05/07_08:13,Tell your climate change story: http://ofa.bo/gd5Â,[]
6169,2014/05/07_07:00,Watch: @WValderrama dreamed big when he moved to the U.S. Now he's fighting for immigration reform so others can too:http://ofa.bo/qeIÂ,['U.S.']
6170,2014/05/06_14:27,Sign this petition if you stand for raising the minimum wage: http://ofa.bo/fedÂ  #RaiseTheWage,[]
6171,2014/05/06_10:58,"President Obama to teachers: ""Thank you for what youâ€™re giving our children and what youâ€™re giving our nation.""",[]
6172,2014/05/06_10:58,#HappyTeacherAppreciationDay,[]
6173,2014/05/06_08:51,The #NCA2014 is clear: We have to act now to reduce carbon pollution and prepare for the effects of climate change.http://ofa.bo/feWÂ,[]
6174,2014/05/05_13:42,The percentage of uninsured Americans is decreasing.,[]
6175,2014/05/05_13:42,Health care reform is working: http://ofa.bo/tdCÂ,[]
6176,2014/05/05_11:36,Sign this petition and make your voice heard: It's time to #RaiseTheWage.,[]
6177,2014/05/05_11:36,http://ofa.bo/seTÂ,[]
6178,2014/05/05_09:09,Read about new initiatives to end sexual assault on college campuses: http://ofa.bo/td4Â  #1is2Many,[]
6179,2014/05/05_07:36,While climate change deniers in Congress are stalling you can act: http://ofa.bo/hcxÂ pic.twitter.com/3tjiLFr6XH,[]
6180,2014/05/04_14:09,Listen to what ordinary Americans have to say about the minimum wage: http://ofa.bo/aceÂ  #RaiseTheWage,[]
6181,2014/05/04_10:01,ICYMI: President Obama delivered the laughs at the White House Correspondents' Dinner.,[]
6182,2014/05/04_10:01,Watch here:http://ofa.bo/jbsÂ,[]
6183,2014/05/04_08:17,Right now in America full-time workers are living below the poverty line.,['America']
6184,2014/05/04_08:17,Sign the petition to change that: http://ofa.bo/tcuÂ,[]
6185,2014/05/03_12:47,Get ready: It's time for the White House Correspondents' Dinner.,[]
6186,2014/05/03_12:47,Tune in at 6:00 p.m.,[]
6187,2014/05/03_12:47,ET.,[]
6188,2014/05/03_12:47,http://ofa.bo/ccIÂ pic.twitter.com/GYDiwvlub5,[]
6189,2014/05/03_10:14,We need to keep goingâ€”to create more good jobs and give middle-class families a sense of security.,[]
6190,2014/05/03_10:14,â€”President Obamahttp://ofa.bo/rdZÂ,[]
6191,2014/05/03_08:49,In his weekly address President Obama discusses expanding opportunity for hard-working Americans:http://ofa.bo/ccHÂ,[]
6192,2014/05/02_14:40,This is good progressâ€”but there's more to do.,[]
6193,2014/05/02_14:40,#ActOnJobspic.twitter.com/olauQFxd67,[]
6194,2014/05/02_13:27,Thanks to @SenatorReid and the 54 senators who fought to raise the minimum wage.,[]
6195,2014/05/02_13:27,Join them: http://ofa.bo/jbTÂ  #RaiseTheWage,[]
6196,2014/05/02_12:34,A win for public health: The Supreme Court has upheld @EPA's Cross-State Air Pollution Rule.,[]
6197,2014/05/02_12:34,http://ofa.bo/tcXÂ  #CleanAir4Kids,[]
6198,2014/05/02_09:57,Good news: Employment rose by 288000 in April driven by a 273000 increase in private employment.,[]
6199,2014/05/02_09:57,http://ofa.bo/peUÂ  #ActOnJobs,[]
6200,2014/05/02_07:31,Support President Obama's plan to double the production of clean energy in the U.S. by 2020: http://ofa.bo/hcGÂ,['U.S.']
6201,2014/05/01_13:53,Take a stand for equal pay for women: http://ofa.bo/scjÂ pic.twitter.com/1kZLrE4UJJ,[]
6202,2014/05/01_12:37,Hard work deserves more than $7.25 per hour.,[]
6203,2014/05/01_12:37,Join the fight to #RaiseTheWage now: http://ofa.bo/fd8Â,[]
6204,2014/05/01_10:35,Together we can reach the day where every child has a safe loving and permanent home.,[]
6205,2014/05/01_10:35,â€”President Obama #NFCM,[]
6206,2014/05/01_09:14,A full-time worker earning minimum wage makes just $14500 a year.,[]
6207,2014/05/01_09:14,Sign the petition to raise the wage: http://ofa.bo/eaZÂ  #RaiseTheWage,[]
6208,2014/05/01_07:40,Sign the petition for a higher minimum wage: http://ofa.bo/pdnÂ  #RaiseTheWagepic.twitter.com/Lwlc1Gf6H2,[]
6209,2014/04/30_14:53,These senators turned their backs on working families today: http://ofa.bo/cbCÂ  #RaiseTheWage,[]
6210,2014/04/30_13:43,Sign the petition: Be a part of the fight to raise the federal minimum wage.,[]
6211,2014/04/30_13:43,http://ofa.bo/scmÂ  #RaiseTheWagepic.twitter.com/E4jWgMzbOT,[]
6212,2014/04/30_12:40,Raising the minimum wage will be good for American families.,[]
6213,2014/04/30_12:40,Sign the petition today.,[]
6214,2014/04/30_12:40,http://ofa.bo/bctÂ  #RaiseTheWage,[]
6215,2014/04/30_12:24,With enough determination and persistence the American people will ultimately win out.,[]
6216,2014/04/30_12:24,â€”President Obama #RaiseTheWage,[]
6217,2014/04/30_12:21,If your member of Congress does not support raising the minimum wage you need to let them know they're out of step.,[]
6218,2014/04/30_12:21,â€”President Obama,[]
6219,2014/04/30_12:17,My message to the American people is this: Don't get discouraged by a vote like the one we saw this morning.,[]
6220,2014/04/30_12:17,Get fired up.â€”President Obama,[]
6221,2014/04/30_12:15,It's a very simple issue.,[]
6222,2014/04/30_12:15,Either you're in favor of raising wages for hard-working Americans or you're not.,[]
6223,2014/04/30_12:15,â€”President Obama #RaiseTheWage,[]
6224,2014/04/30_12:11,America deserves a raise.,['America']
6225,2014/04/30_12:11,â€”President Obama #RaiseTheWage,[]
6226,2014/04/30_12:09,About three in four Americans support raising the minimum wage.,[]
6227,2014/04/30_12:09,â€”President Obama #RaiseTheWage,[]
6228,2014/04/30_12:05,By preventing even a vote on this bill they prevented a raise for 28 million hard-working Americans.,[]
6229,2014/04/30_12:05,â€”President Obama #RaiseTheWage,[]
6230,2014/04/30_12:03,WATCH: President Obama responds to the failed vote in the Senate on raising the minimum wage.,[]
6231,2014/04/30_12:03,http://ofa.bo/ibVÂ  #RaiseTheWage,[]
6232,2014/04/30_11:34,President Obama discusses the failed Senate vote on raising the minimum wage at 3:10 p.m.,[]
6233,2014/04/30_11:34,ET: http://ofa.bo/ab2Â,[]
6234,2014/04/30_10:05,You can make a difference.,[]
6235,2014/04/30_10:05,Join the fight for marriage equality today: http://ofa.bo/fcYÂ pic.twitter.com/DUIkSsiM0v,[]
6236,2014/04/30_07:43,This is what #1010Means.pic.twitter.com/Bp2QVX7oEk,[]
6237,2014/04/29_14:26,Say you'll be a part of the fight to #RaiseTheWage: http://ofa.bo/bcVÂ,[]
6238,2014/04/29_13:45,Living on minimum wage is a hopeless cycle.,[]
6239,2014/04/29_13:45,Meet Gina: http://ofa.bo/aarÂ  #RaiseTheWage,[]
6240,2014/04/29_12:33,Volunteers across the country won't let their representatives forget what repealing health care reform could mean: http://ofa.bo/caVÂ,[]
6241,2014/04/29_11:19,Just as shocked about the annual income of a minimum wage earner as these people?,[]
6242,2014/04/29_11:19,Join the fight to #RaiseTheWage: http://ofa.bo/caeÂ,[]
6243,2014/04/29_09:36,If you think America deserves a raise let your senators know: http://ofa.bo/eZvÂ  #RaiseTheWage,['America']
6244,2014/04/29_08:37,It's time to stand up for American workers and #RaiseTheWage.,[]
6245,2014/04/29_08:37,Join the fight today: http://ofa.bo/rbZÂ,[]
6246,2014/04/28_14:31,DYK: Someone working full-time at the current federal minimum wage makes only $14500 a year.,[]
6247,2014/04/28_14:31,Time to #RaiseTheWage.pic.twitter.com/P8l74DAaop,[]
6248,2014/04/28_13:06,These people agree: It's long past time for Congress to raise the federal minimum wage.,[]
6249,2014/04/28_13:06,http://ofa.bo/fbtÂ  #RaiseTheWage,[]
6250,2014/04/28_10:38,Michelle and I join Catholics around the world in celebrating the canonization of Pope John XXIII and Pope John Paul II.,[]
6251,2014/04/28_10:38,â€”President Obama,[]
6252,2014/04/28_09:37,Watch: More than 7 in 10 Americans support raising the national minimum wage.,[]
6253,2014/04/28_09:37,http://ofa.bo/caDÂ  #RaiseTheWage,[]
6254,2014/04/28_07:30,Together we must give enduring meaning to the words 'Never Again.',[]
6255,2014/04/28_07:30,â€”President Obama on Yom HaShoah,[]
6256,2014/04/27_14:34,You're running out of time: Tomorrow is the deadline to put your name on @OFA's permanent health care reform record: http://ofa.bo/bbkÂ,[]
6257,2014/04/27_10:45,Immigration reformâ€”for our families for our nation.,[]
6258,2014/04/27_10:45,Take a stand: http://ofa.bo/jZbÂ pic.twitter.com/5WpznR4ABm,[]
6259,2014/04/27_07:58,Last chance: Put your name on @OFA's permanent record of people who helped make health care reform a success.,[]
6260,2014/04/27_07:58,http://ofa.bo/jZXÂ,[]
6261,2014/04/26_13:53,Itâ€™s time for $10.10.,[]
6262,2014/04/26_13:53,Itâ€™s time to give America a raise.,['America']
6263,2014/04/26_13:53,â€”President Obama http://ofa.bo/aZjÂ  #RaiseTheWage,[]
6264,2014/04/26_09:17,Watch the weekly address: President Obama is calling on Congress to raise the minimum wage.,[]
6265,2014/04/26_09:17,http://ofa.bo/fbQÂ,[]
6266,2014/04/25_15:21,The Affordable Care Act has put quality health care within reach for millions.pic.twitter.com/nNeh6xf6Ls,[]
6267,2014/04/25_13:41,In tough times we don't abandon American families.,[]
6268,2014/04/25_13:41,Tell Congress to make it right: http://ofa.bo/eYoÂ  #RenewUIpic.twitter.com/SylMgkElCa,[]
6269,2014/04/25_11:54,There's one fewer climate change denier in Congress: http://ofa.bo/bb1Â  #ActOnClimate,[]
6270,2014/04/25_09:07,Organizing for Action is for you.,[]
6271,2014/04/25_09:07,Be a part of @OFA: http://ofa.bo/sb8Â pic.twitter.com/8nOT1pK1Cx,[]
6272,2014/04/25_07:44,Commit to #ActOnClimate today:http://ofa.bo/eYkÂ,[]
6273,2014/04/24_14:37,Truly you made history.,[]
6274,2014/04/24_14:37,â€”President Obama http://ofa.bo/dYfÂ,[]
6275,2014/04/24_13:15,Be a part of this.,[]
6276,2014/04/24_13:15,http://ofa.bo/aZ1Â  #LoveIsLovepic.twitter.com/tJEz7uyg0l,[]
6277,2014/04/24_11:45,A helping hand.pic.twitter.com/1TLPqBh7qY,[]
6278,2014/04/24_10:35,It's long past time to restore economic opportunity to all Americans.,[]
6279,2014/04/24_10:35,Add your name: http://ofa.bo/hZaÂ,['http://ofa.bo/hZaÂ']
6280,2014/04/24_09:18,Want to help make immigration reform a reality?,[]
6281,2014/04/24_09:18,http://ofa.bo/qaIÂ  #ActOnReform,[]
6282,2014/04/24_07:37,An average of 72000 Americans are losing unemployment insurance every week: http://ofa.bo/cYyÂ,[]
6283,2014/04/23_15:05,Before the Affordable Care Act Isaac hit his lifetime coverage limit in a year.,[]
6284,2014/04/23_15:05,#WhatRepealMeanspic.twitter.com/R1cSaZSECk,[]
6285,2014/04/23_14:01,Rosetta has quality affordable health care.,[]
6286,2014/04/23_14:01,Repealing the Affordable Care Act could take it away.,[]
6287,2014/04/23_14:01,#WhatRepealMeanspic.twitter.com/DiwdeN7oQa,[]
6288,2014/04/23_13:17,These people have the security of health insuranceâ€”but some members of Congress still want to take it away.pic.twitter.com/RSWo79czAa,[]
6289,2014/04/23_11:47,The Affordable Care Act makes staying healthy easier.,[]
6290,2014/04/23_11:47,Repeal would make it harder.,[]
6291,2014/04/23_11:47,#WhatRepealMeanspic.twitter.com/HuOhskHAmX,[]
6292,2014/04/23_10:55,This is what repealing the Affordable Care Act could mean for this cancer patient.,[]
6293,2014/04/23_10:55,#WhatRepealMeanspic.twitter.com/P1rU4HxxKx,[]
6294,2014/04/23_10:41,Millions could lose their health care as they know it if the Affordable Care Act is repealed.,[]
6295,2014/04/23_10:41,Spread the word: http://ofa.bo/gYnÂ,[]
6296,2014/04/23_09:45,No one should have to worry about hitting a lifetime coverage limit if they get sick.,[]
6297,2014/04/23_09:45,#WhatRepealMeanspic.twitter.com/YemdKQwvv2,[]
6298,2014/04/23_08:41,This is what #WhatRepealMeansâ€”and why we can't go back.pic.twitter.com/23UATXV5CI,[]
6299,2014/04/23_07:34,Repealing the Affordable Care Act would affect millions of Americans.,[]
6300,2014/04/23_07:34,#WhatRepealMeanspic.twitter.com/M3xFtT5DCS,[]
6301,2014/04/22_16:13,LIVE: President Obama is speaking at a firehouse in Oso Washington regarding the mudslide.,['Oso Washington']
6302,2014/04/22_16:13,Watch here:http://ofa.bo/jYNÂ,[]
6303,2014/04/22_14:59,Gale is tired of working two jobs and not being able to make ends meet: http://ofa.bo/cYPÂ  #RaiseTheWage,[]
6304,2014/04/22_13:49,States are picking up the pace of increasing the minimum wage while Congress sits on the sidelines.http://ofa.bo/hZ7Â,[]
6305,2014/04/22_11:53,Caring for our planet requires commitment from all of us.,[]
6306,2014/04/22_11:53,â€”President Obama #HappyEarthDay,[]
6307,2014/04/21_15:21,President Truman knew that our citizens deserve the opportunity to achieve and enjoy good health:http://ofa.bo/dXnÂ,[]
6308,2014/04/21_13:22,Congratulations to all the Boston Marathon runners.,[]
6309,2014/04/21_13:22,#BostonStrong,[]
6310,2014/04/21_09:09,We need you to lead!,[]
6311,2014/04/21_09:09,@OFA volunteers are telling representatives in the House to act on immigration reform.,[]
6312,2014/04/21_09:09,http://ofa.bo/iZ6Â,[]
6313,2014/04/21_07:51,The time has arrived for action.,[]
6314,2014/04/21_07:51,â€”President Harry Truman on the need for health reform.,[]
6315,2014/04/21_07:51,Add your name to history: http://ofa.bo/hYWÂ,[]
6316,2014/04/20_14:35,Big progress is happening at every level to raise the minimum wageâ€”except in Congress.,[]
6317,2014/04/20_14:35,http://ofa.bo/iYxÂ,[]
6318,2014/04/20_13:13,Happy Easter.pic.twitter.com/Jc9YXXFsv8,[]
6319,2014/04/19_12:08,Last week 44 senators voted against a bill that would help close the pay gap between women and men.,[]
6320,2014/04/19_12:08,http://ofa.bo/fZKÂ,[]
6321,2014/04/19_11:05,From my family to yours Happy Easter.,[]
6322,2014/04/19_11:05,â€”President Obama in the weekly addresshttp://ofa.bo/rYwÂ,[]
6323,2014/04/18_15:15,Hello spring.pic.twitter.com/tkkCq0i3Hd,[]
6324,2014/04/18_14:46,This weekend Michelle and I join our fellow Christians in marking Good Friday and celebrating Easter.,[]
6325,2014/04/18_14:46,â€”President Obama,[]
6326,2014/04/18_13:47,Health care reform took generations of organizing.,[]
6327,2014/04/18_13:47,Say you were a part of this: http://ofa.bo/jXDÂ  (h/t @OFA) #8Million,[]
6328,2014/04/18_11:47,Our country is losing out on the economic gains of immigration reform because the House is stalling.,[]
6329,2014/04/18_11:47,http://ofa.bo/bZ5Â  #CostOfInaction,[]
6330,2014/04/18_09:27,A background check could have saved Cheyenneâ€™s father.,[]
6331,2014/04/18_09:27,Instead he lost his life to gun violence.,[]
6332,2014/04/18_09:27,Read his story: http://ofa.bo/tY1Â,[]
6333,2014/04/18_08:30,Mark became a victim of gun violence on December 14th 1998.,[]
6334,2014/04/18_08:30,His mother tells his story: http://ofa.bo/tY0Â,[]
6335,2014/04/18_07:28,See why @OFA volunteers were named White House Champions of Change earlier this month: http://ofa.bo/dX1Â pic.twitter.com/9rr30CtsAP,[]
6336,2014/04/17_15:15,History.,[]
6337,2014/04/17_15:15,http://ofa.bo/cXAÂ  #8Million,[]
6338,2014/04/17_13:46,The Affordable Care Act is workingâ€”for millions of Americans.pic.twitter.com/LBNwxvUxkc,[]
6339,2014/04/17_13:04,This thing is working.,[]
6340,2014/04/17_13:04,â€”President Obama #Obamacare #8Million,[]
6341,2014/04/17_12:47,Millions of Americans who were uninsured now have coverage.,[]
6342,2014/04/17_12:47,â€”President Obama,[]
6343,2014/04/17_12:46,The number of Americans who have signed up for health insurance in the marketplaces has risen to 8 million.,[]
6344,2014/04/17_12:46,â€”President Obama,[]
6345,2014/04/17_11:17,Up top.,[]
6346,2014/04/17_11:17,#NationalHighFiveDaypic.twitter.com/BXmdPvCU4l,[]
6347,2014/04/17_10:04,You inspire us you inspire the country... you inspire me.,[]
6348,2014/04/17_10:04,â€”President Obama to the @wwpinc Solider Ride participants,[]
6349,2014/04/17_08:03,LIVE: President Obama welcomes @wwpinc's Soldier Ride to the White House.,[]
6350,2014/04/17_08:03,http://ofa.bo/gWuÂ,[]
6351,2014/04/16_15:15,Two victories for clean energy in California: http://ofa.bo/fYbÂ  #ActOnClimate,['California']
6352,2014/04/16_13:34,Everybody who works hard and takes responsibility deserves the chance to get ahead.,[]
6353,2014/04/16_13:34,â€”President Obama,[]
6354,2014/04/16_13:29,We're using existing money to create opportunities for hardworking Americans like you.,[]
6355,2014/04/16_13:29,â€”President Obama #ActOnJobs,[]
6356,2014/04/16_13:26,Retweet if you agree we need to train Americans with the skills employers need.,[]
6357,2014/04/16_13:26,#ActOnJobs,[]
6358,2014/04/16_13:24,We've got to make sure [every] job pays a decent wage.,[]
6359,2014/04/16_13:24,â€”President Obama #RaiseTheWage,[]
6360,2014/04/16_13:21,For too many middle class Americans it feels as though the same trends that have been going on for decades are continuingâ€”President Obama,[]
6361,2014/04/16_13:20,Everybody has a chanceâ€”that's the idea of America.,['America']
6362,2014/04/16_13:20,â€”President Obama,[]
6363,2014/04/16_13:19,Too many Americans if they are lucky enough to have a job are working harder and harder just to get by.,[]
6364,2014/04/16_13:19,â€”President Obama,[]
6365,2014/04/16_13:17,In today's economy it's never been more important to make sure that our folks are trained for the jobs that are there.,[]
6366,2014/04/16_13:17,â€”President Obama,[]
6367,2014/04/16_13:10,Watch: President Obama is speaking on the importance of jobs-driven skills training in a 21st century economy.http://ofa.bo/dWRÂ,[]
6368,2014/04/16_11:55,Taking a stand against gun violence matters to Gilbert and his family.,[]
6369,2014/04/16_11:55,See why:http://ofa.bo/tXVÂ,[]
6370,2014/04/16_10:41,Climate change is about more than data.,[]
6371,2014/04/16_10:41,It's about people.,[]
6372,2014/04/16_10:41,"Watch the trailer for ""Years of Living Dangerously"": http://ofa.bo/fYZÂ",[]
6373,2014/04/16_09:34,President Obama will deliver remarks on jobs-driven skills training in Oakdale PA.,[]
6374,2014/04/16_09:34,Tune in at 3:45 p.m.,[]
6375,2014/04/16_09:34,ET: http://ofa.bo/qYBÂ,[]
6376,2014/04/16_07:49,Millions of Americans can now rely on quality affordable health care coverage:http://ofa.bo/pZDÂ,[]
6377,2014/04/15_14:11,No.,[]
6378,2014/04/15_14:11,42.,[]
6379,2014/04/15_14:11,He hit it out of the park.,[]
6380,2014/04/15_14:11,#JackieRobinsonDaypic.twitter.com/LcRhzWq7DA,[]
6381,2014/04/15_13:15,Millions of Americans now have health insuranceâ€”and peace of mindâ€”but it couldn't have happened without you.http://ofa.bo/iXmÂ,[]
6382,2014/04/15_11:00,Watch: Health care reform changed the course of history in America.,['America']
6383,2014/04/15_11:00,http://ofa.bo/gWLÂ,[]
6384,2014/04/15_09:43,You made change happen.,[]
6385,2014/04/15_09:43,Be proud.,[]
6386,2014/04/15_09:43,http://ofa.bo/sYGÂ pic.twitter.com/FsVaWUxI1d,[]
6387,2014/04/15_08:14,Today we recognize the incredible courage and leadership of so many Bostonians in the wake of unspeakable tragedy.,[]
6388,2014/04/15_08:14,â€”President Obama,[]
6389,2014/04/14_17:56,Happy Passover.pic.twitter.com/sR73wiN5ZI,[]
6390,2014/04/14_14:18,If you want to see the House take action to fix our broken immigration system here's how it could happen: http://ofa.bo/gWCÂ,[]
6391,2014/04/14_11:49,Add your voice if you believe women deserve equal pay for equal work.,[]
6392,2014/04/14_11:49,http://ofa.bo/sY0Â pic.twitter.com/eYKDDsI58e,[]
6393,2014/04/14_09:39,"Watch for free: The first episode of ""Years of Living Dangerously"" is available online.",[]
6394,2014/04/14_09:39,http://ofa.bo/pYXÂ  #ActOnClimate,[]
6395,2014/04/14_08:21,Health care reform changed the course of history in our countryâ€”and you played a part.,[]
6396,2014/04/14_08:21,http://ofa.bo/gW1Â,[]
6397,2014/04/13_11:04,The doctor is in.pic.twitter.com/zPdOx6wWbd,[]
6398,2014/04/13_10:03,These are the faces of minimum wage.,[]
6399,2014/04/13_10:03,http://ofa.bo/rX9Â  #RaiseTheWage,[]
6400,2014/04/13_08:53,"Watch the first episode of ""Years of Living Dangerously"" for free online: http://ofa.bo/iX7Â  #ActOnClimate",[]
6401,2014/04/12_13:00,Retweet if you think it's time the House voted on immigration reform.,[]
6402,2014/04/12_13:00,#CostOfInaction,[]
6403,2014/04/12_12:14,Why is it important to #ActOnClimate?,[]
6404,2014/04/12_12:14,To protect people.,[]
6405,2014/04/12_12:14,"Watch the trailer to ""Years of Living Dangerously"": http://ofa.bo/gVjÂ",[]
6406,2014/04/12_11:11,Ensuring that women are paid fairly is a commonsense step to grow our economy.,[]
6407,2014/04/12_11:11,â€”President Obama http://ofa.bo/tWUÂ  #StandWithWomen,['Obama http://ofa.bo/tWUÂ']
6408,2014/04/12_10:15,Watch President Obama discuss his fight for equal opportunity for women in the weekly address.,[]
6409,2014/04/12_10:15,http://ofa.bo/fXfÂ  #StandWithWomen,[]
6410,2014/04/11_14:56,The House budget's top-down approach would cut taxes for millionaires and raise them for middle class families:http://ofa.bo/jVOÂ,[]
6411,2014/04/11_13:31,The right to vote is something cherished by every American.,[]
6412,2014/04/11_13:31,â€”President Obama,[]
6413,2014/04/11_13:26,We're not going to let voter suppression go unchallenged.,[]
6414,2014/04/11_13:26,â€”President Obama,[]
6415,2014/04/11_13:20,Justice requires the right to vote.â€”President Obama,[]
6416,2014/04/11_13:15,We have states who just out of political spite are leaving millions of people uninsured.â€”President Obama,[]
6417,2014/04/11_13:13,Opportunity means making the minimum wage a wage you can live on.â€”President Obama #RaiseTheWage,[]
6418,2014/04/11_13:10,We know we have to do more to restore America's promise of opportunity for all people.â€”President Obama,['America']
6419,2014/04/11_13:02,LIVE: President Obama is speaking at the @NationalAction Network Convention.,[]
6420,2014/04/11_13:02,Tune in:http://ofa.bo/cVYÂ,[]
6421,2014/04/11_12:39,See how @OFA supporters demanded a #FairFutureNow on Equal Pay Day: http://ofa.bo/dVOÂ,[]
6422,2014/04/11_11:41,Don't miss President Obama's speech at the @NationalAction Network Convention at 4:10 p.m.,[]
6423,2014/04/11_11:41,ET: http://ofa.bo/bXBÂ,[]
6424,2014/04/11_10:39,I urge Congress to follow Minnesotaâ€™s lead raise the federal minimum wage and lift wages for 28 million Americans.,[]
6425,2014/04/11_10:39,â€”President Obama,[]
6426,2014/04/11_10:06,ICYMI: The Minnesota Legislature took action and increased the state minimum wage.,[]
6427,2014/04/11_10:06,http://ofa.bo/jVAÂ  #RaiseTheWage,[]
6428,2014/04/11_09:21,Meet the next generation of organizers: http://ofa.bo/iWaÂ,[]
6429,2014/04/10_18:10,Do the math: 77 does not equal 100. http://ofa.bo/jUtÂ  #MathNotMyth,[]
6430,2014/04/10_15:51,The real victims of climate change: people.,[]
6431,2014/04/10_15:51,"Watch the trailer for ""Years of Living Dangerously"": http://ofa.bo/iWIÂ  #ActOnClimate",[]
6432,2014/04/10_13:47,On average women in America make just 77 cents for every dollar a man makes.,['America']
6433,2014/04/10_13:47,It's #MathNotMyth.,[]
6434,2014/04/10_13:47,http://ofa.bo/cUwÂ,[]
6435,2014/04/10_12:06,Throwback to some of the doomsday predictions about health care reform that didn't come true.,[]
6436,2014/04/10_12:06,http://ofa.bo/qWLÂ  #TBT,[]
6437,2014/04/10_11:18,Send a message to members of Congress who don't believe in the pay gapâ€”it's #MathNotMyth.,[]
6438,2014/04/10_11:18,Help fight for equality: http://ofa.bo/rWNÂ,[]
6439,2014/04/10_10:08,LIVE: President Obama is speaking at the Civil Rights Summit marking the 50th anniversary of the Civil Rights Act.http://ofa.bo/bWhÂ,[]
6440,2014/04/10_07:29,Sad fact: On average a full-time working woman earns just $0.77 for every $1 that a man earns.,[]
6441,2014/04/10_07:29,http://ofa.bo/pXJÂ  #MathNotMyth,[]
6442,2014/04/09_15:26,Show the world you are Organizing for Action: http://ofa.bo/jUZÂ pic.twitter.com/izR8gDkzb4,['http://ofa.bo/jUZÂ']
